Date,14_day_Avg,14_day_std,Close Price,Upper_Band,Lower_Band
2018-01-19,1072.4678571428574,51.546284679748304,1143.45,1175.560426502354,969.3752877833608
2018-01-22,1081.0607142857145,53.84427395658729,1150.0,1188.749262198889,973.3721663725399
2018-01-23,1092.189285714286,56.57401271639739,1177.1,1205.3373111470808,979.0412602814911
2018-01-24,1104.3607142857147,57.11015394888949,1185.8,1218.5810221834936,990.1404063879357
2018-01-25,1116.032142857143,53.35611351008446,1175.4,1222.744369877312,1009.3199158369741
2018-01-29,1126.521428571429,50.79611476013879,1182.9,1228.1136580917066,1024.9291990511513
2018-01-30,1135.7571428571434,45.60884638019006,1170.65,1226.9748356175235,1044.5394500967634
2018-01-31,1142.7571428571432,38.821850791802866,1150.25,1220.4008444407489,1065.1134412735375
2018-02-01,1147.671428571429,33.71236200043325,1144.6,1215.0961525722955,1080.2467045705625
2018-02-02,1152.3000000000004,27.319780098223458,1143.25,1206.9395601964472,1097.6604398035536
2018-02-05,1156.3750000000005,18.82474588652418,1138.2,1194.0244917730488,1118.7255082269521
2018-02-06,1155.296428571429,21.17873084275334,1107.75,1197.6538902569357,1112.9389668859224
2018-02-07,1152.2214285714292,24.537473024284406,1109.05,1201.296374619998,1103.1464825228604
2018-02-08,1150.9035714285717,25.00087278696072,1134.25,1200.9053170024931,1100.9018258546503
2018-02-09,1148.4535714285719,27.357093471103926,1109.15,1203.1677583707797,1093.739384486364
2018-02-12,1145.0821428571433,29.938479273481743,1102.8,1204.9591014041068,1085.2051843101797
2018-02-14,1139.414285714286,30.90619447849837,1097.75,1201.2266746712828,1077.6018967572893
2018-02-15,1134.3178571428575,28.454360265726862,1114.45,1191.2265776743113,1077.4091366114037
2018-02-16,1130.9357142857145,25.894545227274808,1128.05,1182.724804740264,1079.146623831165
2018-02-19,1127.2821428571433,21.177551677539427,1131.75,1169.6372462122222,1084.9270395020644
2018-02-20,1124.8750000000005,17.457484068442056,1136.95,1159.7899681368845,1089.9600318631165
2018-02-21,1124.671428571429,17.152783069603476,1147.4,1158.976994710636,1090.365862432222
2018-02-22,1125.8250000000003,19.035834123282854,1160.75,1163.896668246566,1087.7533317534346
2018-02-23,1126.7107142857146,20.164011911659237,1155.65,1167.0387381090331,1086.382690462396
2018-02-26,1126.7392857142859,20.181819489629692,1138.6,1167.1029246935452,1086.3756467350265
2018-02-27,1129.7714285714287,20.2979225375546,1150.2,1170.367273646538,1089.1755834963194
2018-02-28,1134.3107142857145,22.313346976565587,1172.6,1178.9374082388458,1089.6840203325833
2018-03-01,1136.2035714285716,23.405098592182757,1160.75,1183.0137686129372,1089.3933742442061
2018-03-05,1139.5428571428574,22.56839908727561,1155.9,1184.6796553174086,1094.4060589683063
2018-03-06,1143.0107142857146,20.08124056245972,1151.35,1183.173195410634,1102.8482331607952
2018-03-07,1146.321428571429,15.295885750064468,1144.1,1176.9132000715579,1115.7296570713
2018-03-08,1149.3357142857146,12.419656079890487,1156.65,1174.1750264454956,1124.4964021259336
2018-03-09,1151.8607142857147,11.302436404652852,1163.4,1174.4655870950205,1129.255841476409
2018-03-12,1155.7178571428576,12.99835207221701,1185.75,1181.7145612872916,1129.7211529984236
2018-03-13,1159.0642857142861,13.800883870401059,1183.8,1186.6660534550883,1131.462517973484
2018-03-14,1161.4500000000003,14.498647151740355,1180.8,1190.447294303481,1132.4527056965196
2018-03-15,1163.0035714285716,15.545373591837183,1182.5,1194.094318612246,1131.9128242448971
2018-03-16,1164.164285714286,15.560730017618614,1171.9,1195.2857457495234,1133.0428256790487
2018-03-19,1164.7464285714289,14.65698132796278,1146.75,1194.0603912273543,1135.4324659155034
2018-03-20,1165.7714285714287,14.050687285208197,1164.55,1193.872803141845,1137.6700540010124
2018-03-21,1165.407142857143,13.925583224115478,1167.5,1193.258309305374,1137.555976408912
2018-03-22,1165.446428571429,13.912203611957297,1161.3,1193.2708357953436,1137.6220213475142
2018-03-23,1166.282142857143,13.643448796211425,1167.6,1193.5690404495658,1138.9952452647203
2018-03-26,1166.5607142857145,13.351810285949451,1155.25,1193.2643348576134,1139.8570937138156
2018-03-27,1167.2678571428576,12.290734583144474,1154.0,1191.8493263091466,1142.6863879765685
2018-03-28,1165.4928571428577,15.354601629761984,1131.8,1196.2020604023817,1134.7836538833337
2018-04-02,1163.6178571428577,17.129928904861593,1137.15,1197.8777149525808,1129.3579993331346
2018-04-03,1160.3821428571432,16.90468309195591,1140.45,1194.191509041055,1126.5727766732314
2018-04-04,1156.1250000000005,18.021384199373806,1124.2,1192.167768398748,1120.082231601253
2018-04-05,1153.7500000000005,16.658839187555223,1147.55,1187.067678375111,1120.43232162489
2018-04-06,1149.785714285715,15.87620896149064,1127.0,1181.5381322086962,1118.0332963627336
2018-04-09,1145.4535714285719,17.56289209018078,1111.25,1180.5793556089334,1110.3277872482104
2018-04-10,1143.0714285714291,19.52557213074366,1113.4,1182.1225728329164,1104.0202843099419
2018-04-11,1140.1928571428577,19.08107053462045,1124.25,1178.3549982120987,1102.0307160736168
2018-04-12,1139.8428571428576,18.580012597729212,1162.6,1177.002882338316,1102.682831947399
2018-04-13,1140.5678571428577,19.648963636231034,1171.45,1179.86578441532,1101.2699298703956
2018-04-16,1138.110714285715,18.098206228276556,1133.2,1174.307126742268,1101.9143018291618
2018-04-17,1135.9642857142862,17.686407520718365,1125.2,1171.337100755723,1100.5914706728495
2018-04-18,1133.9607142857149,17.06394285047598,1125.95,1168.0885999866668,1099.8328285847629
2018-04-19,1134.035714285715,17.056021140429316,1132.85,1168.1477565665734,1099.9236720048564
2018-04-20,1136.985714285715,20.797368810752467,1178.45,1178.5804519072199,1095.39097666421
2018-04-23,1140.3607142857147,24.843147782802124,1187.7,1190.047009851319,1090.6744187201105
2018-04-24,1142.5250000000003,24.646015046903802,1154.5,1191.817030093808,1093.2329699061927
2018-04-25,1143.4392857142861,25.08035684455963,1160.35,1193.5999994034055,1093.2785720251668
2018-04-26,1146.971428571429,26.05040760263902,1176.45,1199.072243776707,1094.870613366151
2018-04-27,1152.2535714285718,25.745645369545443,1185.2,1203.7448621676626,1100.762280689481
2018-04-30,1158.403571428572,26.032534853121888,1199.5,1210.4686411348157,1106.3385017223281
2018-05-02,1163.603571428572,25.956364746994154,1197.05,1215.5163009225603,1111.6908419345837
2018-05-03,1165.028571428572,26.440148043672277,1182.55,1217.9088675159164,1112.1482753412274
2018-05-04,1165.146428571429,26.47462837892302,1173.1,1218.095685329275,1112.1971718135828
2018-05-07,1168.7035714285719,25.165310863945123,1183.0,1219.0341931564622,1118.3729497006816
2018-05-08,1171.5857142857146,21.898185985382888,1165.55,1215.3820862564803,1127.789342314949
2018-05-09,1174.782142857143,17.56093355612119,1170.7,1209.9040099693855,1139.6602757449007
2018-05-10,1177.2928571428577,13.033873872787419,1168.0,1203.3606048884326,1151.2251093972827
2018-05-11,1177.4571428571433,13.064041328166331,1180.75,1203.585225513476,1151.3290602008105
2018-05-14,1177.571428571429,13.167131488984737,1189.3,1203.9056915493984,1151.2371655934594
2018-05-15,1180.4321428571432,12.074330800734806,1194.55,1204.5808044586129,1156.2834812556735
2018-05-16,1182.546428571429,10.813016804640545,1189.95,1204.1724621807102,1160.9203949621478
2018-05-17,1183.0071428571432,10.669742573898516,1182.9,1204.3466280049402,1161.6676577093463
2018-05-18,1182.864285714286,10.651497340949378,1183.2,1204.1672803961849,1161.5612910323873
2018-05-21,1181.4357142857148,9.530950161912942,1179.5,1200.4976146095407,1162.3738139618888
2018-05-22,1181.2071428571433,9.158788489383518,1193.85,1199.5247198359102,1162.8895658783763
2018-05-23,1181.3750000000005,9.206702199184717,1184.9,1199.78840439837,1162.961595601631
2018-05-24,1184.7964285714293,13.699248495465474,1221.0,1212.1949255623601,1157.3979315804984
2018-05-25,1188.0321428571435,17.93676507089956,1228.3,1223.9056729989427,1152.1586127153444
2018-05-28,1191.5214285714294,17.978242344624405,1214.4,1227.4779132606782,1155.5649438821806
2018-05-29,1194.8071428571436,18.083373761365745,1216.7,1230.973890379875,1158.6403953344122
2018-05-30,1197.9285714285722,16.828201081761367,1211.7,1231.584973592095,1164.2721692650496
2018-05-31,1201.5750000000007,18.2871723641673,1231.8,1238.1493447283353,1165.0006552716661
2018-06-01,1203.8250000000007,18.595944036677057,1220.8,1241.016888073355,1166.6331119266465
2018-06-04,1207.0285714285724,20.62745290108916,1239.4,1248.2834772307508,1165.773665626394
2018-06-05,1209.235714285715,20.310185286536992,1220.85,1249.856084858789,1168.6153437126409
2018-06-06,1213.1321428571434,20.100656391333903,1237.45,1253.3334556398113,1172.9308300744756
2018-06-07,1218.078571428572,20.680525159650898,1252.45,1259.4396217478738,1176.7175211092704
2018-06-08,1223.8321428571435,20.323798168104645,1260.05,1264.4797391933528,1183.1845465209342
2018-06-11,1228.7285714285722,20.79689061712084,1262.4,1270.322352662814,1187.1347901943304
2018-06-12,1233.985714285715,17.976709596361538,1258.5,1269.939133478438,1198.032295092992
2018-06-13,1237.828571428572,20.55300571585265,1274.8,1278.9345828602775,1196.7225599968667
2018-06-14,1238.642857142858,20.37148135868083,1239.7,1279.3858198602197,1197.8998944254963
2018-06-15,1243.4178571428579,22.019935086385217,1281.25,1287.4577273156283,1199.3779869700875
2018-06-18,1247.0392857142865,21.449584706137312,1267.4,1289.9384551265612,1204.1401163020118
2018-06-19,1249.1750000000006,19.01004542137926,1241.6,1287.195090842759,1211.1549091572422
2018-06-20,1249.985714285715,18.445704404788547,1243.15,1286.877123095292,1213.0943054761378
2018-06-21,1251.8250000000007,16.49197648741237,1246.55,1284.8089529748254,1218.841047025176
2018-06-22,1252.428571428572,16.153419669927203,1247.85,1284.7354107684264,1220.1217320887176
2018-06-25,1256.1142857142863,14.157349661937893,1272.45,1284.4289850381622,1227.7995863904105
2018-06-26,1259.0000000000005,14.177718162931363,1277.85,1287.3554363258631,1230.6445636741378
2018-06-27,1260.2535714285718,14.329091767412931,1270.0,1288.9117549633977,1231.595387893746
2018-06-28,1262.364285714286,16.333064960038254,1289.6,1295.0304156343625,1229.6981557942097
2018-06-29,1265.5642857142861,20.257718648332087,1307.2,1306.0797230109504,1225.048848417622
2018-07-02,1271.0071428571432,27.245287928108404,1334.7,1325.49771871336,1216.5165670009264
2018-07-03,1276.646428571429,35.122584583171104,1353.75,1346.8915977377712,1206.4012594050866
2018-07-04,1284.1821428571434,37.8013868647819,1345.2,1359.7849165867071,1208.5793691275796
2018-07-05,1284.3785714285718,37.79212226766726,1284.0,1359.9628159639065,1208.7943268932372
2018-07-06,1285.5821428571433,37.47680619726096,1284.25,1360.5357552516653,1210.6285304626213
2018-07-09,1289.671428571429,35.37289115369609,1298.85,1360.4172108788212,1218.925646264037
2018-07-10,1293.8321428571433,32.81309897412179,1301.4,1359.4583408053868,1228.2059449088997
2018-07-11,1299.1107142857147,30.483180599313222,1320.45,1360.077075484341,1238.1443530870883
2018-07-12,1302.4321428571434,26.776098750294228,1294.35,1355.9843403577318,1248.879945356555
2018-07-13,1305.6428571428576,25.57230967233527,1317.4,1356.787476487528,1254.4982377981871
2018-07-16,1309.5714285714291,25.19611320975732,1332.85,1359.9636549909437,1259.1792021519145
2018-07-17,1313.7071428571435,22.843201792473156,1327.9,1359.3935464420897,1268.0207392721973
2018-07-18,1316.060714285715,21.84393225528322,1322.55,1359.7485787962814,1272.3728497751486
2018-07-19,1316.7392857142863,21.694550703334603,1316.7,1360.1283871209555,1273.3501843076172
2018-07-20,1317.6964285714291,22.814599444258754,1348.1,1363.3256274599466,1272.0672296829116
2018-07-23,1317.853571428572,23.087971096231765,1355.95,1364.0295136210354,1271.6776292361085
2018-07-24,1320.1357142857148,27.210054904609418,1377.15,1374.5558240949335,1265.715604476496
2018-07-25,1327.2607142857148,29.942638613566082,1383.75,1387.1459915128469,1267.3754370585827
2018-07-26,1333.6178571428577,29.55387262885171,1373.25,1392.7256024005612,1274.5101118851542
2018-07-27,1338.9464285714294,29.528203364847514,1373.45,1398.0028353011244,1279.8900218417343
2018-07-30,1342.4892857142863,27.58862766382864,1351.0,1397.6665410419437,1287.312030386629
2018-07-31,1345.678571428572,27.4251899529572,1365.1,1400.5289513344865,1290.8281915226576
2018-08-01,1349.9428571428577,23.13624244092908,1354.05,1396.215342024716,1303.6703722609996
2018-08-02,1352.5321428571435,21.15793729169482,1353.65,1394.848017440533,1310.216268273754
2018-08-03,1354.7642857142862,20.561787079721828,1364.1,1395.88785987373,1313.6407115548425
2018-08-06,1357.103571428572,19.079937754746418,1360.65,1395.2634469380648,1318.9436959190791
2018-08-07,1360.3464285714292,16.429434939075076,1367.95,1393.2052984495795,1327.487558693279
2018-08-08,1363.6357142857148,10.591495655453587,1362.75,1384.818705596622,1342.4527229748076
2018-08-09,1365.9107142857151,10.416982779072361,1379.95,1386.7446798438598,1345.0767487275705
2018-08-10,1368.017857142858,11.201246619188561,1385.45,1390.420350381235,1345.615363904481
2018-08-13,1370.2750000000008,15.530289882866226,1408.75,1401.3355797657332,1339.2144202342683
2018-08-14,1372.0285714285721,18.306668754276966,1408.3,1408.6419089371261,1335.4152339200182
2018-08-16,1376.0500000000006,23.919030080663646,1429.55,1423.888060161328,1328.2119398386733
2018-08-17,1380.114285714286,27.939539315145208,1430.35,1435.9933643445765,1324.2352070839956
2018-08-20,1382.489285714286,26.658128927435477,1384.25,1435.805543569157,1329.1730278594152
2018-08-21,1383.8357142857149,26.18409990646558,1383.95,1436.203914098646,1331.4675144727837
